date,segment,channel,contacts_offered,aht_seconds,workload_h,target_occupancy,required_h,delivered_h,gap_h,gap_fte,grade
2026-06-08,NORTH,voice,741,424.2,87.31450000000001,0.742759682879974,117.55417265170755,111.58802236012002,-5.966150291587525,-0.9584177175241004,E
2026-06-08,SOUTH,chat,692,514.8,61.84749999999999,0.6619614884490714,93.43066187264803,79.04116971313495,-14.389492159513082,-2.3115650055442702,E
2026-06-08,SOUTH,email,395,292.2,36.51776291816091,1.0,36.517762918160905,46.6697392191824,10.151976301021492,1.6308395664291553,E
2026-06-08,SOUTH,voice,890,417.0,103.09166666666667,0.742759682879974,138.79545301508475,131.7512578683041,-7.044195146780652,-1.131597613940667,E
2026-06-09,NORTH,chat,529,526.8,48.38145833333333,0.6469051300809184,74.78910907273452,66.47779165657062,-8.311317416163902,-1.335151392154844,E
2026-06-09,NORTH,email,302,295.2,27.919909876669863,1.0,27.919909876669863,38.36291868392738,10.44300880725752,1.6775917762662684,E
2026-06-09,NORTH,voice,680,415.8,78.54,0.7521228501292359,104.42443011338457,107.91666759473917,3.492237481354593,0.5610020050368825,E
2026-06-09,SOUTH,chat,638,520.2,57.619375000000005,0.6469051300809184,89.06928129135821,79.17100762530715,-9.898273666051054,-1.5900841230604104,E
2026-06-09,SOUTH,email,365,301.2,33.74426193703477,1.0,33.74426193703477,46.365779204084426,12.621517267049654,2.0275529746264507,E
2026-06-09,SOUTH,voice,821,430.2,98.1095,0.7521228501292359,130.44345080480142,134.80583523537132,4.362384430569904,0.700784647481109,E
2026-06-10,NORTH,chat,497,507.0,43.74635416666667,0.6539044183811001,66.90022721512027,62.51248023757411,-4.387746977546158,-0.7048589522162503,E
2026-06-10,NORTH,email,284,292.8,26.255809287994175,1.0,26.255809287994175,37.518915358845625,11.26310607085145,1.809334308570514,E
2026-06-10,NORTH,voice,639,415.2,73.698,0.7536679505413663,97.78576884828668,105.31265647867767,7.526887630390988,1.2091385751632109,E
2026-06-10,SOUTH,chat,632,534.0,58.59166666666667,0.6539044183811001,89.60279976655399,83.7260721346557,-5.876727631898291,-0.9440526316302476,E
2026-06-10,SOUTH,email,361,295.8,33.37446180621795,1.0,33.37446180621795,47.6912973399411,14.31683553372315,2.299893258429422,E
2026-06-10,SOUTH,voice,812,423.0,95.41,0.7536679505413663,126.59421159074917,136.3385784503058,9.74436685955662,1.5653601380813849,E
2026-06-11,NORTH,chat,469,508.8,41.428333333333335,0.6715820850947148,61.6876689429418,64.1691268835588,2.4814579406170054,0.3986277816252218,E
2026-06-11,NORTH,email,268,309.0,24.776608764726898,1.0,24.776608764726898,38.376956629554385,13.600347864827487,2.1847948377232913,E
2026-06-11,NORTH,voice,603,412.8,69.144,0.7234880519491093,95.5703412291647,107.09844573126583,11.52810450210113,1.8519043376869286,E
2026-06-11,SOUTH,chat,572,520.2,51.658750000000005,0.6715820850947148,76.92097681955653,80.015212215377,3.0942353958204762,0.497065927039434,E
2026-06-11,SOUTH,email,327,297.0,30.231160694274983,1.0,30.231160694274983,46.82561499203091,16.594454297755924,2.665775790804165,E
2026-06-11,SOUTH,voice,735,432.0,88.2,0.7234880519491093,121.90940785046173,136.61464354821308,14.705235697751348,2.362286859076522,E
2026-06-12,NORTH,chat,441,517.8,39.6440625,0.6729511887389047,58.91075484136089,63.28267852531987,4.3719236839589755,0.7023170576640925,E
2026-06-12,NORTH,email,252,309.0,23.29740824145962,1.0,23.29740824145962,37.188983753050714,13.891575511591093,2.2315783954363204,E
2026-06-12,NORTH,voice,567,409.2,64.449,0.7120589931061557,90.51075911401594,102.87808794263556,12.36732882861962,1.9867194905413046,E
2026-06-12,SOUTH,chat,573,505.8,50.316562499999996,0.6729511887389047,74.77000314731904,80.31888379720583,5.548880649886783,0.8913864497810093,E
2026-06-12,SOUTH,email,327,292.8,30.231160694274983,1.0,30.231160694274983,48.257133679553895,18.025972985278912,2.895738632173319,E
2026-06-12,SOUTH,voice,737,432.0,88.44,0.7120589931061557,124.20319223019084,141.17423230223415,16.97104007204331,2.7262714975169975,E
2026-06-13,NORTH,chat,241,511.8,21.413854166666663,0.5479323385940597,39.08120156151488,27.646390870893313,-11.434810690621568,-1.8369173800195289,E
2026-06-13,NORTH,email,138,292.8,12.75810451318027,1.0,12.75810451318027,16.471371356032467,3.7132668428521978,0.5965087297754534,E
2026-06-13,NORTH,voice,310,409.8,35.288333333333334,0.6476260530115844,54.488748822311685,45.559059519250034,-8.92968930306165,-1.4344882414556868,E
2026-06-13,SOUTH,chat,272,523.8,24.734999999999996,0.5479323385940597,45.14243503763178,31.93416154183109,-13.208273495800686,-2.1218110033414757,E
2026-06-13,SOUTH,email,155,304.8,14.329755069151751,1.0,14.329755069151751,18.500453334674148,4.170698265522397,0.6699916892405456,E
2026-06-13,SOUTH,voice,350,421.2,40.95,0.6476260530115844,63.23093366854948,52.86856337731893,-10.362370291230555,-1.6646377977880407,E
2026-06-14,NORTH,chat,129,516.0,11.556249999999999,0.4209166666666666,27.45495941397743,15.509526840766885,-11.945432573210546,-1.9189449916804089,E
2026-06-14,NORTH,email,74,292.2,6.841302420111159,1.0,6.841302420111159,9.181643137740831,2.3403407176296724,0.37595834821360197,E
2026-06-14,NORTH,voice,166,415.2,19.145333333333333,0.5540253595594108,34.55678156783054,25.694759217632217,-8.862022350198323,-1.4236180482246301,E
2026-06-14,SOUTH,chat,156,505.8,13.698749999999999,0.4209166666666666,32.54504058602257,18.384954531959362,-14.16008605406321,-2.27471261912662,E
2026-06-14,SOUTH,email,89,294.0,8.228052910674231,1.0,8.228052910674231,11.042787017012621,2.81473410633839,0.45216612150014296,E
2026-06-14,SOUTH,voice,201,430.2,24.0195,0.5540253595594108,43.354513625696725,32.23632925488807,-11.118184370808656,-1.7860537141861292,E
2026-06-15,NORTH,chat,597,528.0,54.725,0.6754623101022806,81.01858413345575,68.11720690891188,-12.901377224543864,-2.0725103975170867,E
2026-06-15,NORTH,email,341,304.8,31.525461152133854,1.0,31.525461152133854,39.24031722610809,7.714856073974236,1.2393343090721665,E
2026-06-15,NORTH,voice,767,409.2,87.18233333333332,0.7405470759355003,117.72692940985519,108.51744245716567,-9.209486952689517,-1.4794356550505248,E
2026-06-15,SOUTH,chat,697,523.8,63.3834375,0.6754623101022806,93.83711948399058,78.89452218886404,-14.942597295126532,-2.400417236164905,E
2026-06-15,SOUTH,email,398,309.0,36.79511301627353,1.0,36.79511301627353,45.79954913780359,9.004436121530055,1.446495762494788,E
2026-06-15,SOUTH,voice,896,427.8,106.47466666666666,0.7405470759355003,143.77839049889155,132.53096208114675,-11.2474284177448,-1.806815810079486,E
2026-06-16,NORTH,chat,546,508.2,48.173125,0.6488998366775148,74.23815244992996,66.78730022625929,-7.450852223670665,-1.1969240519952877,E
2026-06-16,NORTH,email,312,301.8,28.844410203711913,1.0,28.844410203711913,39.989938043767864,11.145527840055951,1.790446239366418,E
2026-06-16,NORTH,voice,702,411.0,80.145,0.7535657806769778,106.35435161081818,111.11316063953815,4.758809028719966,0.7644673138505971,E
2026-06-16,SOUTH,chat,623,525.0,56.783854166666664,0.6488998366775148,87.50788790055847,78.7252293936358,-8.782658506922672,-1.4108688364534414,E
2026-06-16,SOUTH,email,356,304.8,32.912211642696924,1.0,32.912211642696924,45.62954469096589,12.71733304826897,2.0429450679950154,E
2026-06-16,SOUTH,voice,801,424.2,94.3845,0.7535657806769778,125.25051219179325,130.85482700583304,5.604314814039796,0.9002915363919352,E
2026-06-17,NORTH,chat,492,511.2,43.665,0.6664329911678856,65.52046579128623,65.746264308863,0.22579851757677716,0.03627285422920115,E
2026-06-17,NORTH,email,281,300.0,25.978459189881562,1.0,25.978459189881562,39.11569092488181,13.137231735000249,2.1103986722891968,E
2026-06-17,NORTH,voice,633,412.2,72.4785,0.7336134370018583,98.79658188405891,109.1306679883185,10.334086104259598,1.6600941532947147,E
2026-06-17,SOUTH,chat,590,508.8,52.11666666666667,0.6664329911678856,78.20241098108784,78.47191438368435,0.26950340259651284,0.043293719292612505,E
2026-06-17,SOUTH,email,337,301.2,31.155661021317034,1.0,31.155661021317034,46.910988760445456,15.755327739128422,2.530976343635088,E
2026-06-17,SOUTH,voice,758,421.8,88.81233333333334,0.7336134370018583,121.0614866819954,133.72447363380692,12.662986951811519,2.0342147713753445,E
2026-06-18,NORTH,chat,461,504.0,40.3375,0.6750815199298834,59.752042989103906,64.61199359449526,4.859950605391354,0.7807149566893743,E
2026-06-18,NORTH,email,264,292.8,24.406808633910078,1.0,24.406808633910078,39.094454617075165,14.687645983165087,2.3594612021148738,E
2026-06-18,NORTH,voice,593,411.0,67.70083333333334,0.7049454408438955,96.03698302139263,108.44216447909078,12.405181457698149,1.9928002341683775,E
2026-06-18,SOUTH,chat,563,519.0,50.72864583333333,0.6750815199298834,75.14447416454566,81.25637284513793,6.111898680592276,0.9818311133481569,E
2026-06-18,SOUTH,email,322,292.8,29.76891053075396,1.0,29.768910530753956,47.68338782840228,17.914477297648325,2.8778276783370806,E
2026-06-18,SOUTH,voice,724,409.8,82.41533333333334,0.7049454408438955,116.91022958411267,132.01162663579856,15.101397051685893,2.4259272372186174,E
2026-06-19,NORTH,chat,453,516.0,40.581250000000004,0.6700857899118794,60.56127530377372,66.5472049681364,5.985929664362679,0.9615951268052497,E
2026-06-19,NORTH,email,259,295.8,23.944558470389055,1.0,23.944558470389055,39.265509081176816,15.320950610787762,2.4611968852671104,E
2026-06-19,NORTH,voice,583,415.8,67.3365,0.6985134418848775,96.3997196937232,110.42182947388055,14.02210978015735,2.2525477558485707,E
2026-06-19,SOUTH,chat,539,511.8,47.89239583333334,0.6700857899118794,71.47203619947156,78.53639505771642,7.064358858244859,1.1348367643766841,E
2026-06-19,SOUTH,email,308,297.0,28.474610072895093,1.0,28.474610072895096,46.694118907345405,18.21950883445031,2.9268287284257526,E
2026-06-19,SOUTH,voice,693,417.0,80.2725,0.6985134418848775,114.91904834843503,131.63494251174438,16.715894163309358,2.6852842029412622,E
2026-06-20,NORTH,chat,227,535.2,21.092083333333335,0.5477398485961666,38.50748377608718,27.51473863889391,-10.992745137193268,-1.765902833284059,E
2026-06-20,NORTH,email,130,304.8,12.01850425154663,1.0,12.01850425154663,15.678204854668573,3.6597006031219426,0.5879037113448903,E
2026-06-20,NORTH,voice,291,415.2,33.562,0.646234497916994,51.934708079157495,43.78181347023049,-8.152894608927006,-1.3097019452091576,E
2026-06-20,SOUTH,chat,275,526.8,25.151041666666664,0.5477398485961666,45.91785996788016,32.80967209439231,-13.10818787348785,-2.1057329917249556,E
2026-06-20,SOUTH,email,157,298.8,14.514655134560162,1.0,14.51465513456016,18.934447401407432,4.419792266847272,0.7100067898549834,E
2026-06-20,SOUTH,voice,353,424.2,41.59516666666667,0.646234497916994,64.36543824376487,54.26112354040728,-10.104314703357588,-1.6231830848767208,E
2026-06-21,NORTH,chat,144,513.0,12.825,0.47413888888888894,27.049036264573196,15.620833247151959,-11.428203017421238,-1.83585590641305,E
2026-06-21,NORTH,email,82,298.8,7.5809026817447975,1.0,7.5809026817447975,9.233529563697669,1.6526268819528713,0.26548223003258975,E
2026-06-21,NORTH,voice,185,418.2,21.490833333333335,0.546386675815398,39.33264533082102,26.175806927277577,-13.156838403543446,-2.1135483379186257,E
2026-06-21,SOUTH,chat,172,523.2,15.623333333333335,0.47413888888888894,32.9509637354268,19.029199591787197,-13.9217641436396,-2.236427974881863,E
2026-06-21,SOUTH,email,98,298.8,9.060103205012075,1.0,9.060103205012075,11.035193868809406,1.9750906637973316,0.31728364077065563,E
2026-06-21,SOUTH,voice,221,414.0,25.415,0.546386675815398,46.514677470990705,30.955436801276186,-15.55924066971452,-2.499476412805545,E
2026-06-22,NORTH,chat,577,526.8,52.77145833333333,0.6652885100567507,79.32116297759569,68.50780459132186,-10.813358386273833,-1.7370856845419813,E
2026-06-22,NORTH,email,330,292.2,30.5085107923876,1.0,30.5085107923876,39.606089385195574,9.097578592807974,1.4614584084832087,E
2026-06-22,NORTH,voice,742,412.2,84.95899999999999,0.746806921565692,113.76300559973676,110.29360859253836,-3.4693970071983955,-0.5573328525619913,E
2026-06-22,SOUTH,chat,668,529.2,61.3725,0.6652885100567507,92.24945128657757,79.6736601577886,-12.575791128788964,-2.0202074102472234,E
2026-06-22,SOUTH,email,382,298.8,35.31591249300625,1.0,35.31591249300625,45.84704892468094,10.531136431674689,1.691748824365412,E
2026-06-22,SOUTH,voice,859,417.0,99.50083333333333,0.746806921565692,133.23501759293868,129.1717883484747,-4.063229244463969,-0.6527275894721235,E
2026-06-23,NORTH,chat,528,525.0,48.125,0.6483996173703352,74.22120357685725,67.49410830317267,-6.727095273684583,-1.0806578752906961,E
2026-06-23,NORTH,email,301,306.0,27.82745984396566,1.0,27.82745984396566,39.02731612489989,11.199856280934231,1.7991736997484709,E
2026-06-23,NORTH,voice,678,409.8,77.179,0.7559653333402154,102.09330586494802,108.24161630608965,6.148310441141632,0.9876803921512662,E
2026-06-23,SOUTH,chat,630,522.0,57.09374999999999,0.6483996173703352,88.0533369707261,80.07255575967304,-7.980781211053056,-1.2820532065948687,E
2026-06-23,SOUTH,email,360,294.0,33.282011773513744,1.0,33.282011773513744,46.67718872081049,13.395176947296747,2.1518356541842163,E
2026-06-23,SOUTH,voice,810,417.0,93.825,0.7559653333402154,124.11283409708273,131.58721478535432,7.474380688271594,1.2007037250235493,E
2026-06-24,NORTH,chat,538,534.0,49.877083333333324,0.6515979953360185,76.54579002750387,69.81452929192741,-6.7312607355764555,-1.0813270257954146,E
2026-06-24,NORTH,email,308,295.8,28.474610072895093,1.0,28.474610072895093,39.85681130800577,11.382201235110674,1.8284660618651687,E
2026-06-24,NORTH,voice,692,432.0,83.04,0.7538727437321813,110.1512167542969,116.23371145536085,6.0824947010639505,0.9771075825002331,E
2026-06-24,SOUTH,chat,604,511.8,53.66791666666666,0.6515979953360185,82.3635386400951,75.12067847114263,-7.242860168952475,-1.1635116737273055,E
2026-06-24,SOUTH,email,345,301.8,31.89526128295067,1.0,31.895261282950667,44.64480487422724,12.749543591276574,2.0481194524139075,E
2026-06-24,SOUTH,voice,777,421.8,91.03850000000001,0.7538727437321813,120.76109762146022,127.42946459933609,6.668366977875863,1.0712236109037532,E
2026-06-25,NORTH,chat,502,520.8,45.38916666666666,0.661136996386023,68.65319429222343,67.32192187434131,-1.3312724178821185,-0.21385902295295078,E
2026-06-25,NORTH,email,287,301.8,26.533159386106792,1.0,26.533159386106792,39.354396972939824,12.821237586833032,2.0596365601338205,E
2026-06-25,NORTH,voice,646,426.0,76.44333333333333,0.7389585422991184,103.44739110193588,113.38194755314369,9.934556451207811,1.5959126829249497,E
2026-06-25,SOUTH,chat,578,529.8,53.163958333333326,0.661136996386023,80.41292292511807,78.85361446998888,-1.5593084551291838,-0.2504913180930416,E
2026-06-25,SOUTH,email,330,304.8,30.5085107923876,1.0,30.508510792387597,45.25070035216077,14.742189559773173,2.368223222453522,E
2026-06-25,SOUTH,voice,743,421.2,86.931,0.7389585422991184,117.6398877933422,128.93741877742556,11.297530984083366,1.8148644151137938,E
2026-06-26,NORTH,chat,485,508.2,42.79114583333333,0.6746866870407233,63.42372934764979,67.6273809361274,4.203651588477605,0.6752853957393744,E
2026-06-26,NORTH,email,277,301.2,25.608659059064742,1.0,25.608659059064742,40.47207682159593,14.863417762531185,2.3876976325351302,E
2026-06-26,NORTH,voice,623,415.8,71.9565,0.7157211662819845,100.53705743229357,113.7204798227153,13.18342239042174,2.1178188578990746,E
2026-06-26,SOUTH,chat,541,511.8,48.07010416666666,0.6746866870407233,71.24804014958309,75.97027802854834,4.722237878965245,0.7585924303558628,E
2026-06-26,SOUTH,email,309,295.8,28.567060105599296,1.0,28.567060105599296,45.14755140026405,16.580491294664753,2.663532738098756,E
2026-06-26,SOUTH,voice,696,426.0,82.36,0.7157211662819845,115.07274603578131,130.162232990749,15.089486954967697,2.4240139686695095,E
2026-06-27,NORTH,chat,250,511.8,22.213541666666664,0.5458502561748608,40.69530318137407,27.603831576444314,-13.091471604929758,-2.103047647378274,E
2026-06-27,NORTH,email,143,295.8,13.220354676701293,1.0,13.220354676701293,16.42837730932988,3.2080226326285857,0.5153450012254756,E
2026-06-27,NORTH,voice,322,424.8,37.996,0.6543355506739056,58.06806608760231,47.21602706660892,-10.852039020993388,-1.7432994411234357,E
2026-06-27,SOUTH,chat,276,520.8,24.955,0.5458502561748608,45.71766655360105,31.010526251374497,-14.707140302226552,-2.3625928196347874,E
2026-06-27,SOUTH,email,158,295.2,14.607105167264367,1.0,14.607105167264367,18.151633670448398,3.544528503184031,0.5694021691861897,E
2026-06-27,SOUTH,voice,355,429.0,42.30416666666667,0.6543355506739056,64.6520987941084,52.56960412579399,-12.08249466831441,-1.9409629989260095,E
2026-06-28,NORTH,chat,139,514.2,12.408645833333333,0.4686927083333333,26.475013612774895,15.133922151933746,-11.341091460841149,-1.821862082062835,E
2026-06-28,NORTH,email,80,307.2,7.3960026163363874,1.0,7.3960026163363874,9.020366068508004,1.6243634521716164,0.2609419200275689,E
2026-06-28,NORTH,voice,179,423.0,21.0325,0.5455927237003316,38.54981763201109,25.651809386442977,-12.898008245568114,-2.071969196075199,E
2026-06-28,SOUTH,chat,172,526.2,15.712916666666667,0.4686927083333333,33.524986387225105,19.163900783948478,-14.361085603276628,-2.307001703337611,E
2026-06-28,SOUTH,email,98,307.8,9.060103205012075,1.0,9.060103205012075,11.049948433922303,1.9898452289102284,0.3196538520337716,E
2026-06-28,SOUTH,voice,221,427.8,26.26216666666667,0.5455927237003316,48.13511164252851,32.0300531752445,-16.10505846728401,-2.5871579867122905,E
2026-06-29,NORTH,chat,609,526.8,55.69812499999999,0.6840776547426385,81.42076358414975,67.127153078671,-14.293610505478753,-2.29616233019739,E
2026-06-29,NORTH,email,348,292.8,32.172611381063284,1.0,32.172611381063284,38.77430001669227,6.601688635628989,1.0605122306231307,E
2026-06-29,NORTH,voice,783,427.2,92.916,0.7396760049530796,125.61716126764718,111.98198423120698,-13.635177036440197,-2.1903898853719195,E
2026-06-29,SOUTH,chat,711,532.8,65.7675,0.6840776547426385,96.14040093846192,79.26272275954524,-16.877678178916682,-2.7112736030388245,E
2026-06-29,SOUTH,email,406,294.0,37.534713277907166,1.0,37.534713277907166,45.23668335280765,7.701970074900487,1.2372642690603193,E
2026-06-29,SOUTH,voice,914,427.2,108.46133333333333,0.7396760049530796,146.63357011319223,130.71715656107685,-15.916413552115387,-2.5568535826691385,E
2026-06-30,NORTH,chat,565,520.8,51.08541666666666,0.6499814305694512,78.5951940533294,68.7874585123369,-9.807735540992496,-1.5755398459425698,E
2026-06-30,NORTH,email,323,309.0,29.861360563458167,1.0,29.861360563458167,40.20887436983769,10.34751380637952,1.6622512138762282,E
2026-06-30,NORTH,voice,726,430.8,86.878,0.7498233497256765,115.86462335666711,116.98283405671495,1.1182107000478396,0.1796322409715405,E
2026-06-30,SOUTH,chat,630,522.0,57.09374999999999,0.6499814305694512,87.83904787861393,76.87779048695376,-10.961257391660169,-1.7608445609092642,E
2026-06-30,SOUTH,email,360,295.8,33.282011773513744,1.0,33.282011773513744,44.814844498890295,11.53283272537655,1.8526638916267553,E
2026-06-30,SOUTH,voice,810,414.0,93.15,0.7498233497256765,124.22926017718575,125.42819807526645,1.1989378980807004,0.1926004655551326,E
2026-07-01,NORTH,chat,536,514.2,47.84916666666666,0.6566798094674532,72.86529291264618,68.89512927995166,-3.970163632694522,-0.6377772903926944,E
2026-07-01,NORTH,email,306,295.2,28.289710007486683,1.0,28.289710007486683,40.73264727546222,12.442937267975537,1.9988654245743835,E
2026-07-01,NORTH,voice,689,414.0,79.235,0.7502738664001255,105.60810331856008,114.08569780379952,8.477594485239436,1.3618625679099496,E
2026-07-01,SOUTH,chat,599,510.0,53.03645833333333,0.6566798094674532,80.76456374735237,76.36399770304122,-4.400566044311148,-0.7069182400499837,E
2026-07-01,SOUTH,email,342,300.0,31.617911184838057,1.0,31.617911184838057,45.5247234255166,13.90681224067854,2.234026062759605,E
2026-07-01,SOUTH,voice,770,414.0,88.55,0.7502738664001255,118.02356974643146,127.4978045122288,9.474234765797334,1.5219654242244713,E
2026-07-02,NORTH,chat,488,520.2,44.0725,0.6593347737011028,66.84388835220065,65.00600702291469,-1.8378813292859633,-0.2952419806081869,E
2026-07-02,NORTH,email,279,295.2,25.793559124473152,1.0,25.793559124473152,38.044955144170785,12.251396019697633,1.9680957461361661,E
2026-07-02,NORTH,voice,627,430.2,74.92649999999999,0.7392112386618639,101.36006608291501,110.51500562033961,9.154939537424596,1.4706730180601761,E
2026-07-02,SOUTH,chat,606,526.8,55.42375,0.6593347737011028,84.0601045336725,81.74886112056879,-2.3112434131037105,-0.3712840824262989,E
2026-07-02,SOUTH,email,346,307.8,31.987711315654877,1.0,31.98771131565488,47.181198852627574,15.193487536972693,2.4407208894735253,E
2026-07-02,SOUTH,voice,779,409.2,88.54633333333334,0.7392112386618639,119.7848851616783,130.60397223937858,10.819087077700274,1.7380059562570722,E
2026-07-03,NORTH,chat,472,511.8,41.939166666666665,0.6709554673553589,62.506632268717134,65.91888498468916,3.4122527159720235,0.5481530467424938,E
2026-07-03,NORTH,email,270,298.2,24.96150883013531,1.0,24.96150883013531,39.23384655436625,14.272337724230944,2.292745015940714,E
2026-07-03,NORTH,voice,607,411.0,69.29916666666666,0.7131501625100921,97.1733167987408,108.92261721226708,11.749300413526285,1.8874378174339415,E
